185.689	688.531	715.891	694.503	247.127	-231.237	-404.931	-886.574	-454.687	-44.6698	
624.337	-40.0457	-214.43	672.158	-325.208	296.344	-263.517	914.31	-719.298	740.175	
-52.7839	601.822	40.955	357.759	441.265	164.04	74.7465	517.231	-788.185	-52.7992	
-627.335	473.836	-566.899	-729.564	-351.718	-700.65	-555.357	-227.022	805.197	-100.1	
226.127	804.697	-801.439	939.618	306.28	-658.181	-283.696	501.372	215.661	-349.906	
-923.149	268.548	917.899	305.581	270.118	990.599	163.701	-171.263	-50.605	247.02	
-323.985	349.505	-365.597	556.691	899.142	325.054	-972.857	245.692	347.319	943.89	
756.387	19.2487	-888.571	-97.6816	-960.025	-116.578	959.173	-281.111	-38.2129	377.322	
760.952	836.471	-566.356	130.378	730.205	17.9379	833.446	842.315	-833.775	-444.563	
-981.287	684.684	294.348	682.772	-470.54	-204.358	105.643	-670.119	-260.384	-707.116	
139.237	407.475	-423.047	-133.424	512.213	-207.803	792.077	277.842	783.109	360.111	
-101.605	957.142	-767.596	534.047	-176.36	350.878	-500.407	-373.563	930.832	176.93	
319.337	66.4125	-538.934	-210.261	237.617	-50.265	-59.7356	432.149	-424.018	-233.076	
498.34	756.904	-794.273	-815.252	-291.907	103.633	-932.75	937.924	-358.006	-557.475	
-717.472	-805.48	968.084	-479.318	74.045	-104.148	-800.862	-295.377	-61.5017	682.28	
809.295	-924.881	16.6309	-666.305	558.102	729.867	-177.207	-720.055	-933.555	965.15	
-253.418	-159.849	-898.824	-269.008	-966.744	-538.515	529.823	888.247	499.998	-321.192	
-20.9021	-322.03	-641.019	-658.027	-73.098	749.146	888.24	216.506	193.311	567.288	
0.0525877	-899.26	398.196	984.793	-465.475	358.181	728.563	501.688	928.98	108.485	
-575.219	-555.114	-562.501	139.147	-95.7819	940.473	361.089	-829.409	-887.163	-24.3246	
762.009	952.809	235.316	84.9976	709.227	487.669	-42.8073	354.163	214.09	429.394	
-61.0056	-87.9708	812.836	-725.559	-541.561	763.171	808.85	291.569	-350.634	39.4224	
-999.889	-376.28	-149.097	770.675	359.759	-87.7405	-33.1828	577.479	-541.116	760.595	
-372.615	914.902	-56.4968	423.168	-692.611	460.884	292.529	-570.239	-627.084	615.161	
494.159	349.695	-446.212	-650.182	408.949	-73.6996	680.857	-590.268	-670.082	-750.334	
444.161	-939.094	493.988	-814.808	-565.099	498.509	463.388	-908.771	-581.686	-426.17	
354.527	-873.923	111.298	-981.52	666.076	968.659	406.99	-636.738	24.7869	160.894	
